Mode,Line,Trip purpose: Home-based work,Trip purpose: Home-based school,Trip purpose: Home-based social activity,Trip purpose: Home-based other,Trip purpose: Non-home-based,Count: Trip purpose,Trip frequency: 6-7 days a week,Trip frequency: 5 days a week,Trip frequency: 3-4 days a week,Trip frequency: 1-2 days a week,Trip frequency: 1-3 days a month,Trip frequency: Less than once a month,Count: Trip frequency,Fare: Monthly pass,Fare: Pay-per-ride,Fare: 1-day or 7-day LinkPass,Fare: Other,Count: Fare,Monthly pass type: Reduced-fare pass,Monthly pass type: Local Bus,Monthly pass type: LinkPass or Express Bus,Monthly pass type: Commuter rail or ferry,Count: Monthly pass type,Pay-per-ride type: Full cash fare on board,Pay-per-ride type: Reduced fare,Pay-per-ride type: mTicket (single/multi-ride),Pay-per-ride type: CharlieCard (plastic),Pay-per-ride type: CharlieTicket (paper),Count: Pay-per-ride type,Access to first MBTA service: Walked or bicycled,Access to first MBTA service: Drove alone,Access to first MBTA service: Carpooled,Access to first MBTA service: Dropped off by personal vehicle,Access to first MBTA service: Dropped off by other vehicle,Count: Access to first MBTA service,Previous transit mode: Bus or Silver Line,Previous transit mode: Rail rapid transit,Previous transit mode: Commuter rail or ferry,Count: Previous transit mode,Use alternative modes: Yes,Use alternative modes: No,Count: Use alternative modes,Alternative modes: Walk,Alternative modes: Bicycle,Alternative modes: Drive alone,Alternative modes: Drive or ride in a carpool,Alternative modes: Take a taxi or use a rideshare company,Alternative modes: Take a private shuttle or other transit,Alternative modes: Take a different MBTA service,Alternative modes: Other,Count: Alternative modes,Usable household vehicles: 0,Usable household vehicles: 1,Usable household vehicles: 2,Usable household vehicles: 3 or more,Count: Usable household vehicles,Vehicles per capita: None,Vehicles per capita: 0.01-0.49,Vehicles per capita: 0.50-0.99,Vehicles per capita: 1.00-1.49,Vehicles per capita: 1.50-1.99,Vehicles per capita: 2 or more,Count: Vehicles per capita,Valid driver's license: Yes,Valid driver's license: No,Count: Valid driver's license,"Household income: Less than $14,500","Household income: $14,500 to $28,999","Household income: $29,000 to $43,499","Household income: $43,500 to $57,999","Household income: $58,000 to $75,999","Household income: $76,000 to $108,499","Household income: $108,500 to $151,999","Household income: $152,000 or more",Household income: Prefer not to say,Count: Household income,Low-income classification: Yes,Low-income classification: No,Count: Low-income classification,Race: American Indian or Alaska Native,Race: Asian,Race: Black or African American,Race: Native Hawaiian or other Pacific Islander,Race: White,Race: Other,Race: Prefer not to say,Count: Race,Hispanic or Latino/Latina: Yes,Hispanic or Latino/Latina: No,Hispanic or Latino/Latina: Prefer not to say,Count: Hispanic or Latino/Latina,Minority classification: Yes,Minority classification: No,Count: Minority classification,Age: Under 18,Age: 18 to 21,Age: 22 to 34,Age: 35 to 44,Age: 45 to 64,Age: 65 or over,Count: Age,Gender: Man,Gender: Woman,Gender: Other,Gender: Prefer not to say,Count: Gender,Ability to understand English: Always,Ability to understand English: Often,Ability to understand English: Sometimes,Ability to understand English: Never,Ability to understand English: Prefer not to say,Count: Ability to understand English
Bus,35,0.615665796,0.140992167,0.025587467,0.140992167,0.076762402,156,0.16443299,0.519072165,0.126804124,0.101030928,0.03814433,0.050515464,158,0.645360825,0.303608247,0.050515464,0,158,0.176517572,0.059105431,0.647763578,0.117412141,102,0.083191851,0.168081494,0,0.667232598,0.083191851,48,0.976721629,0.024248303,0,0,0,84,0.256325633,0.742574257,0,74,0.569587629,0.430412371,158,0.159259259,0.136111111,0.25,0.20462963,0.090740741,0.068518519,0.568518519,0,88,0.227835052,0.493814433,0.227835052,0.050515464,158,0.219185722,0.328499721,0.273842722,0.17791411,0,0,146,0.772164948,0.227835052,158,0.076762402,0.01305483,0.089817232,0.076762402,0.12845953,0.140992167,0.12845953,0.089817232,0.256396867,156,0.241573034,0.758426966,116,0.012886598,0.088659794,0.139175258,0.012886598,0.569587629,0.101030928,0.101030928,158,0.054656999,0.862799777,0.081985499,146,0.333127699,0.666255398,132,0.050515464,0.050515464,0.278350515,0.139175258,0.341752577,0.139175258,158,0.400203666,0.537678208,0,0.062627291,160,0.937881874,0.024949084,0.024949084,0.012729124,0,160
Bus,36,0.72048798,0.084678866,0.050950843,0.110154288,0.033728023,236,0.050105857,0.641848977,0.166549047,0.050105857,0.033168666,0.058221595,240,0.827837556,0.098229781,0.049288442,0.024644221,244,0.148427673,0.049475891,0.752620545,0.049475891,202,0,0.332155477,0,0.667844523,0,24,0.953745928,0.022801303,0,0.00781759,0.015635179,130,0.167916042,0.814092954,0.017991004,113,0.525296017,0.474703983,236,0.114503817,0.081887578,0.213046495,0.180430257,0.114503817,0.065232477,0.492019431,0.032616239,122,0.302383493,0.45357524,0.218427606,0.025257915,238,0.307206538,0.236998514,0.245542348,0.201708767,0,0.008915305,228,0.731056564,0.268943436,238,0.052282769,0.069587629,0.148011782,0.148011782,0.121870398,0.156480118,0.060751105,0.060751105,0.182621502,230,0.32972973,0.67027027,188,0.008992132,0.097414762,0.159235669,0.008992132,0.672536531,0.061820907,0.044211315,226,0.108929946,0.863741339,0.027328714,220,0.367132867,0.633255633,218,0.034306569,0.034306569,0.336131387,0.155109489,0.344890511,0.094890511,232,0.45357524,0.520811099,0,0.025257915,238,0.940946282,0.033440057,0.025257915,0,0,238
Bus,37,0.628496503,0.11451049,0.013986014,0.156468531,0.085664336,140,0.104133545,0.5063593,0.168521463,0.077901431,0.051669316,0.090620032,154,0.658404338,0.303640589,0.02556158,0.012393493,158,0.191764706,0.018823529,0.710588235,0.076470588,104,0,0.12244898,0,0.834183673,0.040816327,48,0.962790698,0.024806202,0,0.012403101,0,79,0.262479871,0.735909823,0,76,0.594706369,0.405293631,148,0.116642959,0.13940256,0.209103841,0.348506401,0.06970128,0.022759602,0.53485064,0,86,0.285373609,0.454689984,0.246422893,0.012718601,154,0.28,0.2,0.413061224,0.106938776,0,0,150,0.667189953,0.333594976,156,0.083333333,0.028061224,0.153061224,0.096938776,0.069727891,0.194727891,0.096938776,0.125,0.153061224,144,0.310932798,0.688064193,122,0.026232114,0.104133545,0.129570747,0.012718601,0.727344992,0.038950715,0.038950715,154,0.067824648,0.891645988,0.040529363,148,0.324137931,0.675862069,142,0.089481947,0.051020408,0.269230769,0.141287284,0.358712716,0.089481947,156,0.315619968,0.657809984,0,0.026570048,152,0.933977456,0.052334944,0.012882448,0,0,152
Bus,38,0.791018998,0.032815199,0.015544041,0.14507772,0.015544041,124,0.083333333,0.556547619,0.138392857,0.111607143,0.041666667,0.069940476,144,0.671554252,0.246334311,0.068914956,0.013196481,146,0.080786026,0.041484716,0.753275109,0.122270742,98,0,0.107142857,0,0.886904762,0,36,0.905714286,0.025714286,0,0.014285714,0.054285714,75,0.232919255,0.754658385,0.01552795,69,0.571865443,0.428134557,140,0.101648352,0.129120879,0.178571429,0.153846154,0.129120879,0.076923077,0.615384615,0,78,0.214067278,0.556574924,0.20030581,0.029051988,140,0.202341137,0.31270903,0.24916388,0.234113712,0,0,128,0.764880952,0.236607143,144,0.071865443,0.056574924,0.056574924,0.099388379,0.071865443,0.114678899,0.071865443,0.227828746,0.227828746,140,0.240079365,0.759920635,108,0.029051988,0.071865443,0.085626911,0.013761468,0.614678899,0.114678899,0.114678899,140,0.150974026,0.772727273,0.076298701,132,0.390199637,0.609800363,118,0.02827381,0,0.25,0.15327381,0.388392857,0.180059524,144,0.408748115,0.591251885,0,0,142,0.972140762,0.013196481,0,0.013196481,0,146
Bus,39,0.700262827,0.067192321,0.061592961,0.092675123,0.078505314,714,0.105693753,0.520287452,0.154449972,0.111111111,0.046102819,0.062354892,738,0.761281247,0.20419868,0.018612704,0.015907369,754,0.139303483,0.101066098,0.693390192,0.066240227,574,0,0.13036566,0,0.844197138,0.025967144,154,0.966098946,0.013949716,0,0.009894566,0.010056772,503,0.639577139,0.303600925,0.056821936,247,0.700311249,0.299688751,734,0.2,0.1176,0.13728,0.14112,0.15296,0.03536,0.58048,0,510,0.394545658,0.40549905,0.156141723,0.043813569,730,0.384871551,0.16329686,0.256541389,0.192435775,0.002973359,0,686,0.78229875,0.21770125,744,0.058198667,0.069273364,0.094134931,0.124646853,0.130184202,0.127472031,0.113572155,0.09142276,0.191095039,722,0.273997485,0.726002515,584,0.011044742,0.082835569,0.146399189,0.005522371,0.685112138,0.082835569,0.038656599,724,0.114552893,0.836586791,0.048743425,698,0.359850764,0.640149236,678,0.037921504,0.037921504,0.392924268,0.130127142,0.306246545,0.094859038,738,0.296459204,0.679239059,0,0.024301737,742,0.956425078,0.021787461,0.016340596,0.002779013,0.002779013,734
Bus,41,N/A,N/A,N/A,N/A,N/A,116,0.200206398,0.415376677,0.230650155,0.045923633,0.061403509,0.045923633,130,0.577789419,0.297014144,0.125196438,0,128,0.162284678,0.135086129,0.649138713,0.054397099,74,0.052910053,0.262786596,0,0.684303351,0,38,0.901252763,0,0,0,0.098747237,91,0.56884058,0.432971014,0,37,N/A,N/A,126,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,106,0.515453117,0.297014144,0.156102672,0.031430068,128,0.526470588,0.192941176,0.140588235,0.122941176,0,0.017647059,114,0.53869969,0.461816305,130,0.158594997,0.285790314,0.142629058,0.095263438,0.04736562,0.079297499,0.095263438,0.031931879,0.063331559,126,0.62706083,0.37293917,118,0.030959752,0.045923633,0.476780186,0,0.30753354,0.15376677,0.015479876,130,0.142629058,0.841405003,0.015965939,126,0.683622135,0.316936836,120,0.015243902,0.166666667,0.379065041,0.151422764,0.242378049,0.045223577,132,0.242378049,0.727134146,0,0.030487805,132,0.969556244,0.030959752,0,0,0,130
Bus,43,0.721,0.029,0.015,0.148,0.088,136,0.079782412,0.506799637,0.186763373,0.039891206,0.067089755,0.119673617,150,0.679963735,0.280145059,0.026291931,0.013599275,150,0.214666667,0.157333333,0.628,0,102,0.048543689,0.142394822,0,0.809061489,0,42,0.980211082,0.009234828,0,0.009234828,0,103,0.443037975,0.560126582,0,43,0.702479339,0.297520661,148,0.403921569,0.077124183,0.11503268,0.17254902,0.192156863,0.037908497,0.441830065,0,104,0.427017226,0.359927471,0.160471442,0.053490481,150,0.42815534,0.157281553,0.242718447,0.17184466,0,0,140,0.868515206,0.131484794,152,0.138810198,0.027384325,0.208687441,0.055712937,0.069877243,0.097261568,0.097261568,0.16713881,0.138810198,144,0.435307018,0.564692982,124,0.027384325,0.097261568,0.22190746,0.027384325,0.500472144,0.069877243,0.097261568,144,0.152974504,0.763928234,0.083097262,144,0.514933059,0.485066941,132,0,0.039891206,0.293744334,0.173164098,0.333635539,0.160471442,150,0.432506887,0.513314968,0,0.054178145,148,0.960108794,0.026291931,0,0,0.013599275,150
Bus,45,0.558842653,0.08810143,0,0.205461638,0.147269181,136,0.229689367,0.472819594,0.080943847,0.121565114,0.054062127,0.040621266,148,0.657940663,0.184118674,0.118382781,0.039557882,152,0.280282935,0.25994695,0.460212202,0,100,0.071090047,0.142180095,0,0.786729858,0,28,0.964210526,0,0,0.012105263,0.023684211,84,0.543272268,0.442830069,0.014529375,70,0.628223293,0.371776707,156,0.354051565,0.062615101,0.104051565,0.333333333,0.25,0.020718232,0.437384899,0.020718232,96,0.613321544,0.279988211,0.079870321,0.026525199,150,0.603055917,0.205786736,0.117685306,0.073472042,0,0,136,0.579115765,0.421175102,152,0.213380489,0.20011789,0.133215444,0.133215444,0.040082523,0.026525199,0.013262599,0.026525199,0.213380489,150,0.69501686,0.30498314,118,0.090987371,0.025832377,0.597301952,0.012916188,0.155855339,0.181687715,0.090987371,154,0.173297966,0.773356911,0.053345122,150,0.865720884,0.134279116,134,0.052646888,0.105293775,0.197498546,0.171029668,0.394706225,0.078824898,152,0.12808161,0.846132049,0,0.025502975,156,0.947353112,0,0.02617801,0,0.02617801,152
Bus,47,0.768957346,0.075829384,0.018009479,0.065165877,0.072037915,554,0.101796407,0.638645785,0.087747582,0.084292953,0.038691847,0.049055735,570,0.849910394,0.126344086,0.020385305,0.003360215,586,0.064312072,0.072219294,0.811017396,0.052187665,498,0.026595745,0.134751773,0,0.757092199,0.081560284,74,0.991863905,0.00295858,0,0.005547337,0,355,0.222492401,0.72218845,0.055319149,216,0.73465067,0.265114091,558,0.262183236,0.113710201,0.113710201,0.093892138,0.237491878,0.128654971,0.598765432,0,404,0.393621974,0.411312849,0.170158287,0.02490689,564,0.389380531,0.168633235,0.292035398,0.146017699,0.003687316,0,534,0.837993991,0.162006009,568,0.064698937,0.050295159,0.097048406,0.107910272,0.151121606,0.133175915,0.093506494,0.107910272,0.19433294,556,0.263404629,0.736595371,448,0.014249007,0.138752628,0.103246905,0,0.672740014,0.046250876,0.07474889,562,0.066601847,0.877734565,0.055663588,540,0.326627845,0.673372155,496,0.028097651,0.028097651,0.501842469,0.129894058,0.2807462,0.03155228,570,0.241154562,0.737662942,0,0.021182495,564,0.993090742,0,0.006909258,0,0,570
Bus,51,0.769005848,0.101608187,0.046052632,0.046783626,0.036549708,216,0.09886202,0.603840683,0.144381223,0.071834993,0.036273115,0.044807966,222,0.708751793,0.272596844,0.017934003,0,220,0.180161943,0.038461538,0.75708502,0.025303644,156,0,0.102631579,0,0.9,0,60,0.939058172,0,0.01800554,0.008310249,0.034626039,114,0.235469449,0.755588674,0.008941878,106,0.581779053,0.418220947,220,0.124537608,0.124537608,0.250308261,0.187422935,0.327990136,0.077681874,0.546239211,0,128,0.222222222,0.519005848,0.203947368,0.055555556,216,0.226358898,0.329858526,0.264333582,0.169769173,0.009679821,0,212,0.777777778,0.222222222,216,0.073830409,0.027777778,0.083333333,0.073830409,0.138888889,0.222222222,0.083333333,0.083333333,0.212719298,216,0.234911792,0.765088208,170,0.027777778,0.176169591,0.111111111,0.009502924,0.602339181,0.101608187,0.037280702,216,0.127708978,0.843653251,0.029411765,204,0.419889503,0.580110497,200,0.054519369,0.045193687,0.336441894,0.218077475,0.254662841,0.091104735,220,0.333333333,0.648391813,0,0.018274854,216,0.899348298,0.064446054,0.027516293,0.009413469,0,218
Bus,52,0.683823529,0.149509804,0.034313725,0.051470588,0.083333333,120,0.04454343,0.605790646,0.242761693,0.04454343,0.031180401,0.031180401,132,0.741648107,0.211581292,0.031180401,0.0155902,132,0.222222222,0.123123123,0.657657658,0,98,0,0.368421053,0,0.642105263,0,28,0.850980392,0,0,0.094117647,0.050980392,75,0.488505747,0.505747126,0,51,N/A,N/A,122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74,0.291855204,0.416289593,0.230769231,0.061085973,130,0.310843373,0.245783133,0.327710843,0.115662651,0,0,122,0.631221719,0.368778281,130,0.094036697,0.061926606,0.04587156,0.094036697,0.110091743,0.155963303,0.077981651,0.110091743,0.25,128,0.26911315,0.727828746,96,0,0.211581292,0.04454343,0,0.652561247,0.075723831,0.031180401,132,0.049751244,0.930348259,0.017412935,118,0.350515464,0.649484536,114,0.075723831,0.04454343,0.258351893,0.120267261,0.394209354,0.106904232,132,0.477375566,0.461538462,0,0.061085973,130,0.924276169,0.04454343,0.0155902,0,0.0155902,132
Bus,55,0.784588441,0.026269702,0.04028021,0.092819615,0.054290718,148,0.137540453,0.5,0.111650485,0.137540453,0.050161812,0.063106796,160,0.780410742,0.195892575,0.012638231,0.012638231,164,0.093117409,0.062753036,0.813765182,0.030364372,128,0.064516129,0.129032258,0,0.806451613,0,32,0.96812749,0.007968127,0.007968127,0,0.015936255,130,0.25,0.638888889,0.111111111,28,0.7776,0.2224,162,0.397119342,0.080246914,0.030864198,0.047325103,0.333333333,0.016460905,0.666666667,0.016460905,126,0.597643098,0.311447811,0.077441077,0.013468013,154,0.578467153,0.098540146,0.197080292,0.125912409,0,0,142,0.8144,0.1856,162,0.087378641,0.074433657,0.050161812,0.074433657,0.137540453,0.161812298,0.200647249,0.111650485,0.100323625,160,0.235611511,0.764388489,144,0,0.150485437,0.074433657,0,0.661812298,0.063106796,0.063106796,160,0.075409836,0.873770492,0.050819672,158,0.337591241,0.662408759,142,0.0128,0,0.5312,0.1232,0.2224,0.1104,162,0.3088,0.6544,0,0.0368,162,0.961165049,0.024271845,0,0,0.012944984,160
Bus,57,0.675587334,0.087742594,0.083963228,0.103064351,0.049642492,524,0.104453765,0.529858199,0.145496305,0.078390254,0.052226882,0.089574596,536,0.72729927,0.229099757,0.03270073,0.010900243,550,0.094874883,0.135019403,0.759935769,0.01003613,400,0.04757859,0.127017842,0,0.809685641,0.015717927,126,0.987648221,0.003129117,0,0,0.009222661,325,0.470955353,0.524723956,0.00456073,223,0.593161697,0.406838303,526,0.169844324,0.163372398,0.182963093,0.117719083,0.23526325,0.045828232,0.614308204,0,306,0.38927477,0.431256384,0.129724208,0.049642492,524,0.386722426,0.156299007,0.26168322,0.195295348,0,0,512,0.80597164,0.19402836,536,0.093973237,0.097695945,0.172955026,0.097695945,0.101519268,0.120334038,0.112788007,0.056343697,0.146594225,532,0.427257722,0.572624381,454,0,0.105241976,0.063889727,0,0.740617768,0.052620988,0.056343697,532,0.100341015,0.861010644,0.038648341,518,0.2845953,0.7154047,492,0.018885074,0.045243385,0.618864876,0.098060998,0.158452838,0.06039184,530,0.380567206,0.604453765,0.003694827,0.011184342,536,0.947773118,0.037347713,0.011184342,0,0.003694827,536
Bus,59,0.648535565,0.066108787,0.055230126,0.19916318,0.032635983,182,0.07295797,0.531324346,0.166534496,0.125297383,0.07295797,0.030927835,192,0.632478632,0.285936286,0.061383061,0.02020202,196,0.240786241,0.081081081,0.644963145,0.031941032,124,0.035326087,0.214673913,0,0.714673913,0.035326087,56,0.973045822,0,0,0.009433962,0.017520216,113,0.246240602,0.740601504,0.013157895,81,0.589414595,0.410585405,190,0.157754011,0.034759358,0.122994652,0.368983957,0.211229947,0.017379679,0.351604278,0,114,0.343378271,0.406026963,0.21887391,0.030927835,192,0.32595217,0.197519929,0.360496014,0.104517272,0,0.011514615,172,0.581196581,0.418026418,196,0.07295797,0.125297383,0.083267248,0.07295797,0.093576527,0.187153053,0.083267248,0.062648692,0.21887391,192,0.360406091,0.639593909,150,0,0.216640502,0.102825746,0,0.59811617,0.030612245,0.062009419,194,0.067579127,0.875962361,0.056458512,178,0.420415225,0.579584775,176,0.030612245,0.020408163,0.361067504,0.124018838,0.257456829,0.206436421,194,0.377622378,0.592074592,0,0.03030303,196,0.908313908,0.041181041,0.051282051,0,0,196
Bus,60,0.778354978,0.007792208,0.007792208,0.138528139,0.064935065,244,0.133963751,0.469661151,0.178881009,0.111899133,0.059889677,0.044917258,268,0.777777778,0.185446009,0.036776213,0,270,0.132796781,0.151911469,0.705231388,0.009054326,210,0,0.156118143,0,0.797468354,0.037974684,50,0.943965517,0.040948276,0.005387931,0.005387931,0.005387931,196,0.297142857,0.688571429,0.014285714,74,0.709677419,0.290322581,262,0.304247991,0.053960964,0.173363949,0.087256028,0.195177956,0.075774971,0.456946039,0,184,0.390786338,0.473391581,0.119936458,0.015091342,266,0.404861693,0.174350377,0.253981559,0.16680637,0,0,252,0.7496,0.2496,264,0.053614947,0.069049553,0.138099106,0.108042242,0.099918765,0.108042242,0.084484159,0.161657189,0.177091795,260,0.31786772,0.68213228,214,0.0072,0.212,0.0912,0.0224,0.636,0.0304,0.0456,264,0.095557418,0.856663873,0.047778709,252,0.431271478,0.569587629,246,0,0.007092199,0.283687943,0.208825847,0.395587076,0.104806935,268,0.262907069,0.722001589,0,0.015091342,266,0.9312,0.0528,0.0072,0,0.0072,264
Bus,62,0.71086262,0.050319489,0.063099042,0.163738019,0.012779553,318,0.036181678,0.527328714,0.17013087,0.103156274,0.066974596,0.096997691,330,0.684807256,0.285714286,0.024187453,0.006046863,336,0.156732892,0.026490066,0.791390728,0.026490066,230,0.063492063,0.166666667,0,0.751322751,0.021164021,96,0.855191257,0.038251366,0.010928962,0.047814208,0.049180328,186,0.081174439,0.918825561,0,147,0.625396825,0.375396825,320,0.111538462,0.182051282,0.283333333,0.353846154,0.080769231,0.06025641,0.333333333,0.01025641,198,0.225232198,0.35371517,0.371517028,0.04876161,328,0.214057508,0.170127796,0.408945687,0.188498403,0.006389776,0.012779553,318,0.797507788,0.202492212,326,0.062698413,0.080952381,0.056349206,0.043650794,0.080952381,0.1,0.106349206,0.225396825,0.243650794,320,0.264428122,0.735571878,242,0.00619195,0.140092879,0.030185759,0.00619195,0.737616099,0.030185759,0.073529412,328,0.033022862,0.886536833,0.080440305,300,0.24686941,0.754025045,284,0.036181678,0.036181678,0.17013087,0.163972286,0.442648191,0.151655119,330,0.478829869,0.509622787,0,0.012317167,330,0.957659738,0.036181678,0,0,0.006158584,330
Bus,64,0.795563549,0.055155875,0.03177458,0.07853717,0.038968825,254,0.061511424,0.653778559,0.130638547,0.092560047,0.031048623,0.031048623,260,0.76875,0.201704545,0.030113636,0,268,0.116038433,0.116777531,0.766444937,0,206,0,0.146478873,0,0.850704225,0,54,0.984438984,0,0.005733006,0.010647011,0,186,0.262857143,0.737142857,0,80,0.697756789,0.302243211,258,0.255499154,0.166666667,0.121827411,0.155668359,0.233502538,0.010998308,0.532994924,0,180,0.364226682,0.434474616,0.178276269,0.023022432,258,0.370779619,0.18538981,0.274401473,0.169429098,0,0,248,0.845336482,0.155253837,258,0.039879154,0.095468278,0.087009063,0.111178248,0.134743202,0.142598187,0.103323263,0.182477341,0.103323263,252,0.247978437,0.752021563,226,0.0228471,0.169302871,0.046280023,0,0.731107206,0.0228471,0.069127124,260,0.03279703,0.910272277,0.056930693,246,0.29602649,0.704635762,230,0.0076157,0.0152314,0.592267135,0.100175747,0.199765671,0.084358524,260,0.369068541,0.599882835,0,0.031048623,260,0.9695372,0.0228471,0.0076157,0,0,260
Bus,65,0.875877193,0.012280702,0.012280702,0.067982456,0.031140351,322,0.054343175,0.672657253,0.139495079,0.072742833,0.024390244,0.036371416,330,0.896254843,0.0912613,0.012053379,0,328,0.047550432,0.109029779,0.823246878,0.020172911,294,0,0.198113208,0,0.801886792,0,30,0.967496191,0.025393601,0,0.003555104,0.003555104,278,0.654178674,0.345821326,0,49,0.699436986,0.300563014,326,0.478125,0.061875,0.176875,0.12375,0.22125,0.02625,0.513125,0,226,0.386314422,0.398873971,0.171935903,0.042875704,326,0.378280543,0.13438914,0.269230769,0.218099548,0,0,312,0.865690917,0.134309083,328,0.061498484,0.018189693,0.159376353,0.091814638,0.128627111,0.159376353,0.12256388,0.11650065,0.141186661,326,0.278366112,0.721633888,280,0.012280702,0.117982456,0.068421053,0,0.751754386,0.043421053,0.074561404,322,0.068843778,0.900264784,0.031332745,320,0.277941176,0.722058824,288,0.012053379,0.012053379,0.640120534,0.121825226,0.158415842,0.054670684,328,0.250107619,0.749892381,0,0,328,0.975462764,0.018080069,0,0,0.00602669,328
Bus,66,0.692891832,0.08397351,0.062958057,0.094481236,0.065607064,762,0.103043111,0.540236686,0.128148774,0.103043111,0.035164835,0.090448014,796,0.710810588,0.220582172,0.066215882,0.002473819,816,0.110324826,0.131090487,0.75162413,0.006844548,580,0,0.166728972,0,0.833271028,0,180,0.967391304,0.009575569,0,0.007634576,0.015398551,520,0.498097955,0.501664289,0,283,0.657330715,0.342669285,788,0.309762533,0.156860158,0.1176781,0.129419525,0.274538259,0.039182058,0.478364116,0.003957784,510,0.553830228,0.333333333,0.092305038,0.020531401,780,0.549922916,0.148272422,0.226444182,0.072821257,0,0.002720595,742,0.7214888,0.2785112,790,0.095627228,0.098235243,0.155003043,0.139528819,0.111101452,0.131791707,0.077544988,0.06198383,0.129183691,774,0.400618948,0.599381052,674,0.017897092,0.097229393,0.158578558,0.002581311,0.641972122,0.071588367,0.063930477,782,0.124012428,0.820594763,0.05539281,758,0.399447198,0.600552802,706,0.032792456,0.053011639,0.578285617,0.113669187,0.156571234,0.065669867,792,0.304830508,0.667542373,0.002542373,0.025169492,794,0.949452043,0.035341093,0.010109591,0.002548636,0.002548636,792
Bus,67,0.836501901,0.041825095,0.024714829,0.064638783,0.024714829,234,0.040441176,0.520220588,0.248161765,0.066176471,0.056985294,0.066176471,242,0.692998205,0.298025135,0.007181329,0,248,0.113989637,0.046632124,0.836787565,0,172,0.024096386,0.108433735,0,0.837349398,0.024096386,74,0.993031359,0.006968641,0,0,0,128,0.034220532,0.965779468,0,117,0.59245283,0.40754717,236,0.118032787,0.278688525,0.455737705,0.17704918,0.101639344,0,0.455737705,0.013114754,136,0.082720588,0.512867647,0.371323529,0.033088235,242,0.087890625,0.236328125,0.439453125,0.236328125,0,0,228,0.901459854,0.098540146,244,0.016981132,0.024528302,0.033962264,0.024528302,0.075471698,0.177358491,0.135849057,0.228301887,0.279245283,236,0.104712042,0.892670157,170,0.00729927,0.122262774,0.00729927,0.00729927,0.770072993,0.040145985,0.072992701,244,0.068441065,0.836501901,0.093155894,234,0.224532225,0.775467775,214,0.016423358,0.023722628,0.197080292,0.204379562,0.450729927,0.105839416,244,0.427007299,0.549270073,0.00729927,0.016423358,244,0.983576642,0,0.016423358,0,0,244
Bus,68,0.661111111,0.030555556,0,0.172222222,0.138888889,130,0,0.405759162,0.303664921,0.130890052,0.073298429,0.086387435,138,0.742268041,0.229381443,0.015463918,0.015463918,140,0.152777778,0.190972222,0.635416667,0.020833333,104,0,0,0,1,0,32,0.974193548,0,0.019354839,0,0.009677419,112,0.56,0.44,0,27,0.822102426,0.180592992,134,0.655737705,0.180327869,0.072131148,0.055737705,0.2,0.019672131,0.508196721,0,110,0.456233422,0.469496021,0.058355438,0.015915119,136,0.453551913,0.183060109,0.196721311,0.166666667,0,0,132,0.835579515,0.164420485,134,0.030054645,0.046448087,0.136612022,0.106557377,0.076502732,0.183060109,0.150273224,0.136612022,0.136612022,132,0.246835443,0.753164557,114,0,0.17539267,0.073298429,0,0.609947644,0.028795812,0.143979058,138,0.046448087,0.846994536,0.106557377,132,0.358064516,0.64516129,112,0,0.015706806,0.392670157,0.188481675,0.232984293,0.17539267,138,0.434554974,0.492146597,0,0.073298429,138,0.971649485,0.028350515,0,0,0,140
Bus,69,0.672265289,0.06416882,0.034883721,0.158053402,0.070198105,342,0.14131305,0.478382706,0.157726181,0.086869496,0.070456365,0.065252202,368,0.737625755,0.23501006,0.016498994,0.010865191,366,0.170212766,0.059465357,0.696672122,0.074195308,270,0.046232877,0.186643836,0,0.743150685,0.023972603,86,0.966850829,0,0,0.004297115,0.02946593,240,0.299303944,0.700696056,0,127,0.701668702,0.298331298,362,0.535382831,0.149651972,0.141531323,0.165313225,0.204756381,0.023781903,0.393851508,0,254,0.489191353,0.315052042,0.152121697,0.043634908,368,0.488569009,0.132091448,0.229889924,0.138018628,0,0.011430991,348,0.738085861,0.261914139,374,0.055038446,0.121003642,0.10441117,0.12626467,0.093484419,0.13719142,0.142857143,0.093484419,0.12626467,364,0.320518759,0.679018064,318,0.010989011,0.066341066,0.149369149,0.005698006,0.685388685,0.066341066,0.071632072,362,0.093453919,0.847975883,0.058570198,342,0.356472795,0.643058161,314,0.032079208,0.021386139,0.398019802,0.171881188,0.252673267,0.123564356,372,0.35111465,0.632165605,0,0.016321656,370,0.972929936,0.016321656,0,0.005573248,0.005573248,370
