Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
China,CHN,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.99,293.33,318.03,345.99,385.08,427.96,470.93,504.9,
China,CHN,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,,,,,,,,0.847792657,,,,,1.406661422,,,,,1.998754614,,,,,3.281733363,,,,,4.779458565,,,,,8.065145707,,,,,12.01224948,,,,,17.21124954,,,
China,CHN,"Plant species (higher), threatened",EN.HPT.THRD.NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,,
China,CHN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.76500664,,,,,58.6601588,,,,,60.70483932,,,,,66.17450389,,,,,69.47957041,70.54202883,63.82701684,65.51455022,59.76736751,59.06342246,52.21132204,52.66459583,,,
China,CHN,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,1873971.675,1914331.77,1999689.065,2057487.38,2073854.51,2264422.92,2327790.4,2516150.877,2726399.89,2773803.817,2757430.09,2724309.237,2815057.937,2950585.591,3135783.747,3142896.374,3282780.787,3349248.613,3680670.847,3800686.21,3222270,3371940,3503100,3726350,3877370,4266840,4302870,4311650,4451040,4401290,4597430,4791440,5100860,5717660,6467060,7194480,7879330,8497040,8786120,9377660,10203820,11074550,11399830,11854530,11865310,11859290,11857180,12058050,12355240,,
China,CHN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,151.9893473,163.9119288,175.933737,174.2333537,199.0397154,204.0303647,220.6570531,246.5557723,267.3742654,281.6246873,285.8177757,299.1979219,317.0202578,336.4116413,362.8120719,391.351625,426.5544932,461.7975182,487.373173,510.6198549,548.9537531,604.6936831,662.6370456,727.1073597,770.2802412,821.0808591,852.7406865,870.6172223,913.963448,992.9433847,1076.549121,1194.856295,1379.484632,1585.838782,1782.312153,2039.01466,2325.926769,2446.369055,2612.45662,2943.589954,3298.003913,3474.988062,3773.405384,3927.0445,,,,,,
China,CHN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,21.57311127,22.12749341,22.52666149,25.21121723,22.69517854,22.09730568,21.03439743,17.38438991,17.769108,19.36267172,21.19507227,22.70507813,24.57318461,22.99477994,22.49141688,21.0286299,20.11181049,20.01980888,20.24418187,20.39699453,18.46006272,17.5673113,18.10820385,18.03403196,18.9080616,17.40039251,17.25372572,17.81584582,16.43701605,16.40538216,18.73339325,17.40903562,14.84653972,16.04464167,15.87772039,15.2056174,14.78656465,16.87787066,16.5714641,16.94897365,14.62413023,17.30873395,16.73134903,18.55249398,19.06981297,,,,,
China,CHN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,8.592454983,10.88092159,7.959295314,8.372678463,9.701646683,9.593813443,9.6339833,11.36478464,11.68547504,11.92966412,10.21035239,11.14333933,8.915396208,9.884747902,8.803153264,12.61355593,12.54551738,16.80164536,13.13535174,11.47014386,12.14775079,8.120455834,3.726726191,3.385006408,2.633328354,2.378780664,2.074943873,2.938666008,2.983558287,2.916743485,3.084388113,3.039600395,3.019788131,4.903990155,6.921214588,7.592785916,8.314135558,9.578288504,
China,CHN,"Net official flows from UN agencies, UNTA (current US$)",DT.NFL.UNTA.CD,,,,,,,,,,,,,,,,,,,,1740000.01,189999.9976,1230000.019,800000.0119,3000000,1620000.005,4539999.962,3180000.067,5420000.076,2579999.924,5510000.229,6590000.153,4730000.019,3990000.01,6750000,3190000.057,10829999.92,4110000.134,6329999.924,3890000.105,6320000.172,5460000.038,7039999.962,5699999.809,6800000.191,6099999.905,8909999.847,4380000.114,7789999.962,2170000.076,,,,,,,,,,,,
China,CHN,"PNG, bonds (NFL, current US$)",DT.NFL.PNGB.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197575000,332000000,,543889000,128786000,1311070000,262000000,,-143633000,475647000,10217000,65000000,711217000,1252145000,1705472000,740000000,-350000000,461199000,-1459326000,13105700000,19393256000,22075896000,34986384000,-2766385000,19749290000,50102743000,31693352000,54734209000,
China,CHN,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197575000,332000000,,543889000,128786000,1311070000,-2558090000,-1065000000,-2045000000,-1894000000,-388000000,1026353000,6192217000,5175000000,8646000000,14714000000,15530000000,-9808779000,19942633000,28469700000,26754099000,26700610000,70116535000,30228211000,26530914000,46768676000,22667589000,98778214000,
China,CHN,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,884059046.9,837842329,324059292.7,303401460.7,339990647.3,1071881717,1155346773,1012623102,907536555.3,469216030.6,0,,,,,,,,325010365.9,308529088,297593664,321934336,351877696,367752768,338451136,356241920,374203200,364735936,10957633395,10764299165,10731028343,10742561296,10764089475,10126666126,9685796677,9396432681,9954225478,9721171325,9665491726,
China,CHN,"Net bilateral aid flows from DAC donors, Norway (current US$)",DC.DAC.NORL.CD,,,,,,,,,,,,,,,,,,,,,519999.9809,1200000.048,779999.9714,5840000.153,11859999.66,3589999.914,4449999.809,8289999.962,10109999.66,6280000.21,5820000.172,10600000.38,15659999.85,11369999.89,22549999.24,10489999.77,9100000.381,15029999.73,11909999.85,14069999.69,9899999.619,9649999.619,12189999.58,11939999.58,14750000,13810000.42,14369999.89,16969999.31,24520000.46,21670000.08,22549999.24,23489999.77,24319999.69,21159999.85,19920000.08,11439999.58,10369999.89,10079999.92,11579999.92,11260000.23,
China,CHN,"Net bilateral aid flows from DAC donors, Czech Republic (current US$)",DC.DAC.CZEL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299999.952,340000.0036,209999.9934,409999.9964,239999.9946,159999.9964,119999.9973,209999.9934,119999.9973,29999.99933,79999.99821,39999.99911,,29999.99933,39999.99911,
China,CHN,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,,,,,,,,,,,,,,,,,,,,,,,541000000,446000000,317000000,180000000,208000000,166000000,129000000,76000000,124000000,207000000,228000000,108000000,395000000,350000000,1672000000,4423000000,247000000,384000000,556211000,912000000,1679318428,3342737377,4626861352,,,,,,,,,,,,,6977480836,6196417436,4036530450,4166101258
China,CHN,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,27000000,22000000,32000000,13000000,15000000,12000000,24000000,118000000,159000000,221000000,349000000,471000000,706000000,755730000,315000000,356000000,953000000,855000000,1701397000,732000000,1188274444,1740585697,2188203138,2325415190,3695581718,5519303662,7821725694,7709972564,10476412987,13908433591,16246869227,17098439900,20172914776,24548939491,25432487660,26976771152,,,
China,CHN,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,,,,,,,,,,,,,,,,,,,,,,,13000000,10000000,12000000,9000000,11000000,11000000,12000000,9000000,11000000,40000000,17000000,18000000,259000000,360000000,161000000,333000000,290000000,331000000,455685000,428000000,650786230.1,927798513.1,1241554264,,,,,,,,,,,,,40024026001,30166507874,15657363519,28126815869
China,CHN,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,,3.52,3.94,5.23,6.25,6.95,7.46,7.81,7.82,7.81,7.87,8.78,9.56,9.78,9.83,10.14,10.23,10.47,11.27,13.16,14.55,15.17,16.17,16.92,19.38,21.2,22.43,24.58,27.33,28.88,31.2,34.71,38.02,42.54,48.25,55.47,54.53,59.23,63.95,67.41,68.75,70.07,71.95,75.08,77.78,81.73,84.07,84.14,88.23,91.3,93.59,94.05,97.38,98.54,100.06,99.88,100.06,101.1,101.13,,
China,CHN,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83906.6875,,,,,,,,,,83906.6875,,,,,,,,,,83906.6875,,,,,,,,,,
China,CHN,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,4065,3494,3975,4780,4749,5832,7372,10022,12084,11191,10011,11628,12672,13751,15626,25346,30038,39806,56769,65786,93485,122318,153060,194579,229096,293066,415829,535313,704936,801135,968252,1204981,1245709,1393815,1243568,
China,CHN,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,10.6,10.9,10.8,11.3,11.8,6.3,
China,CHN,Procedures to register property (number),IC.PRP.PROC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,3.55,3.55,
China,CHN,Firms formally registered when operations started (% of firms),IC.FRM.FREG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.8,,,,,,,,
China,CHN,Power outages in firms in a typical month (number),IC.ELC.OUTG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,
China,CHN,"Human capital index (HCI), female, lower bound (scale 0-1)",HD.HCI.OVRL.LB.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.664,0.641133249,,0.645420134
China,CHN,Compensation of employees (% of expense),GC.XPN.COMP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.22424382,0,0,0,0,0,0,0,0,0,0,0,0,0,,
China,CHN,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Risk premium on lending (lending rate minus treasury bill rate, %)",FR.INR.RISK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Claims on other sectors of the domestic economy (annual growth as % of broad money),FM.AST.DOMO.ZG.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.08,15.44904196,15.44904196,,
China,CHN,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,54184363,55737040,56782174,57823100,59006679,60404483,61485504,62246822,62999052,63737162,64481678,65519126,66845138,68214145,69633782,71104391,72602526,74297533,76202376,78305399,80490702,82860038,85350653,88600568,92028761,95642551,99473509,103522774,107818238,112377323,117251887,123983018,131242713,139053415,147507400,156664016,166617245,177415721,189207420,202099429,216252544,226290339,234270258,242580168,251247617,260252253,269647598,279417210,289614409,300215888,311285309,320885462,329831324,339050281,348525737,358247976,368117713,378089414,388398439,398976116,409712858
China,CHN,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.950971475,,,,,,,,,,,
China,CHN,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,,,,,,,,,,0,103875.7192,106669.8874,110765.1061,115913.0688,113086.4339,120882.3604,126941.1805,138183.957,148517.581,159150.7004,170254.2091,168343.3703,175259.342,187317.1426,197440.838,191167.7555,194949.8628,221008.9498,235633.9078,242686.8864,253600,259600,264040,253910,266340,305600,327870,296690,302180,315160,304170,303490,318170,316520,326150,330850,334580,335130,342750,346210,349350,348630,352640,353260,353890,357380,357550,348750,341510,,
China,CHN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.170381372,0.836046901,0.661428164,0.640001899,0.625646054,0.665524211,0.710891382,0.574162147,0.605451997,0.725149509,0.942934535,1.042239697,1.080676637,1.098195691,1.097367111,1.250124095,1.285283136,1.388842897,1.52920111,1.542675099,1.495250749,1.460431817,1.566739684,1.629055908,1.75044806,1.871054791,1.939434257,2.038410689,2.150905225,2.153077911,1.914542564,2.000547455,2.07574444,2.243245307,2.31902906,2.560366185,2.517251858,2.543462797,2.602487248,2.513859675,2.648479977,2.772929198,2.974328335,3.425411363,3.951800629,4.463473752,4.906034996,5.302594688,5.431610495,5.79534426,6.332165911,6.902792141,7.058003472,7.320485052,7.252919144,7.169112177,7.118705414,7.225768991,7.405211347,,
China,CHN,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.280973733,1.485741678,1.678671543,1.847514785,2.036552726,2.148685121,2.340053514,2.603022587,2.819495641,3.020944229,3.248723033,3.456039923,3.589369081,3.520387181,3.49007125,3.626302116,3.852082123,4.177846239,4.527590293,4.671442273,4.734055561,4.936465537,5.195703363,5.386200964,5.610767661,,,,,,
China,CHN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.78,47.95,48.61,49.52,50.04,50.83,51.8,52.5,53.37,54.07,54.91,55.66,56.4,57.24,57.8,58.54,59.26,,,,
China,CHN,Net ODA received (% of gross capital formation),DT.ODA.ODAT.GI.ZS,,,,,,,,,,,,,,,,,,,,0.026039118,0.099021047,0.737423307,0.79798261,0.908094337,0.892380474,0.776476285,0.965161575,1.35192899,1.56978573,1.597566614,1.647394575,1.420383014,1.79148043,1.663628351,1.385885392,1.214133435,0.819051333,0.603305067,0.685804607,0.645032861,0.430066624,0.314606289,0.284304959,0.206982814,0.208974446,0.19498444,0.11548955,0.101110691,0.06722765,0.04932668,0.02370861,-0.017130787,-0.004577279,-0.014785271,-0.019729096,-0.00640447,-0.01652634,-0.018695352,-0.011593218,-0.009552428,
China,CHN,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,,,,,,,,,,,,,,,,,,,,1159999.967,11600000.38,15539999.96,18299999.24,20659999.85,15369999.89,14420000.08,17329999.92,27719999.31,31239999.77,30559999.47,39830001.83,35759998.32,35479999.54,30760000.23,25170000.08,28860000.61,22430000.31,26760000.23,14380000.11,15539999.96,12729999.54,8880000.114,9649999.619,8600000.381,8960000.038,9350000.381,8460000.038,9819999.695,7739999.771,7679999.828,6260000.229,5820000.172,4658359.528,3655304.909,3485530.376,2182770.252,2048055.172,1295327.425,767553.3295,579316.7949,
China,CHN,"Net financial flows, multilateral (NFL, current US$)",DT.NFL.MLAT.CD,,,,,,,,,,,,,,,,,,,,,,,883000,77814000,207849000,598785000,618297000,618667000,1082963000,1106108000,937714000,1314046000,1358614000,2034329000,2236531000,2427220000,2385418000,2384984000,2255227000,1700182000,1903096000,1392656000,-494949000,-2205363000,204388000,809299000,814639000,1035960000,1358394000,1119986000,959322000,-327990000,106652000,-345319000,-144862000,-225611000,30506000,399005000,381659000,1063266000,
China,CHN,"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,,,,,,,,,,,,,,,,,,,,,,0,882488,66839381.9,180718377.1,431437407.6,773791427.2,1329861815,1819175125,2295590305,3015847315,3671619756,4397386000,5325371000,6307740000,7263492000,7798767000,8038086000,8900878000,9114949000,8978800000,8861373000,9630333000,10522043000,10883251000,9932167000,10191834000,10348344000,9975561000,9704875000,9173757000,7646350000,6911210000,6134055000,4986603000,3978170000,3069185000,2449267000,1723689000,1203417000,
China,CHN,"Net ODA provided, to the least developed countries (current US$)",DC.ODA.TLDC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,,,,,,,,,,,,,,,,,,,,,,,19999.99955,29999.99933,29999.99933,59999.99866,100000.0015,79999.99821,9999.999776,9999.999776,,9999.999776,39999.99911,29999.99933,90000.00358,219999.9988,400000.006,370000.0048,529999.9714,600000.0238,400000.006,389999.9857,560000.0024,280000.0012,509999.9905,699999.9881,790000.0215,519999.9809,1830000.043,119999.9973,159999.9964,50000.00075,70000.0003,59999.99866,19999.99955,,9999.999776,9999.999776,29999.99933,39999.99911,
China,CHN,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.6370171,114.2445352,97.63954289,101.1817366,140.7822271,219.5352304,219.1559618,205.0166274,195.5971037,135.9666722,194.8772193,199.1579244,480.287296,249.9072891,197.7132556,206.6543987,214.2880017,258.5512704
China,CHN,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,24729000000,24735000000,28724000000,29641000000,30683000000,40147000000,47381000000,49717000000,60391000000,69617000000,84412000000,91242000000,1.24918E+11,1.52431E+11,1.78996E+11,1.46243E+11,1.46948E+11,1.58214E+11,2.02589E+11,2.1796E+11,2.5597E+11,4.62071E+11,6.25332E+11,8.12612E+11,1.04629E+12,1.34153E+12,1.60966E+12,1.37092E+12,1.79884E+12,2.15312E+12,2.34213E+12,2.53957E+12,2.70227E+12,2.58397E+12,2.42458E+12,2.71898E+12,2.91951E+12,2.90451E+12,2.97405E+12
China,CHN,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,,,,,,,,,,,,,,,,,,,,,,,-386000000,-543000000,-1124000000,-1030000000,-1425000000,-1669000000,-2344000000,-2613000000,-2657000000,-3453000000,-7156000000,-23115000000,-31787000000,-33849200000,-38066000000,-41674000000,-41117000000,-36978000000,-37483300000,-37357000000,-46789569179,-49444853744,-60144670468,-90379127564,-1.0015E+11,-1.39095E+11,-1.14792E+11,-87167067370,-1.8575E+11,-2.31652E+11,-1.7625E+11,-2.17958E+11,-1.44968E+11,-68098649765,41674876170,-27790987920,-92338473352,-50259822365,-1.02554E+11
China,CHN,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,,,,,,,,,,,,,,,,,,,,,,,2024000000,1994000000,2857000000,2524000000,2276000000,2485000000,3603000000,3910000000,4352000000,4121000000,9434000000,12036000000,16299000000,25222820000,22585000000,28278000000,27204000000,32107000000,36268639000,39457000000,46762744321,55546608068,72880614892,83970681426,1.00838E+11,1.3013E+11,1.58949E+11,1.5892E+11,1.93401E+11,2.47844E+11,2.813E+11,3.30608E+11,4.32883E+11,4.35719E+11,4.4155E+11,4.71995E+11,5.25735E+11,5.05508E+11,3.80536E+11
China,CHN,Land area (sq. km),AG.LND.TOTL.K2,,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424690,9424690,9424680,9424680,9424680,9424680,9424680,9424670,9424670,9424670,9424670,9424670,9424670,9424670,9424670,9424670,9424670,9424670,9424670,9424670,9424720,9424710,9424710,9424710,9424710,9424700,9424700.2,9424700.2,9424699.7,9424700.5,9424699.8,9424700,9424700,9424700,9424700.5,9424700.7,9424700.9,9424700.9,9424701.3,9424701.3,9424701.4,9424700.5,9424700.8,9424702.9,,
China,CHN,Agricultural land (sq. km),AG.LND.AGRI.K2,,3432480,3460010,3488540,3517060,3555090,3591120,3627150,3663130,3709280,3755180,3801650,3847810,3903880,3970290,4016370,4075333.333,4134286.667,4193960,4239605,4285190,4338180,4434180,4538310,4654380,4772440,4833530,4886610,4942790,5003880,5065920,5122710,5151980,5191060,5237130,5237140,5237520,5237442.5,5237385,5237347.5,5237310,5243228.444,5249146.889,5255055.333,5260913.778,5266822.222,5272720.667,5278619.111,5284517.556,5290386,5289168,5288851,5287995,5288015,5286950,5286334,5285529,5285311,5285287,,
China,CHN,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,53.02907916,54.37956204,45.02335609,44.51282051,36.40642303,31.77415545,43.67718704,38.94878706,47.07724426,29.29778555,22.82608696,17.55822416,18.82719824,18.18826519,14.92682452,5.140471427,3.688084281,3.666277819,4.68096785,5.168606985,5.618899313,13.79350613,15.31778106,19.78417047,22.47809247,23.24288522,23.62014895,16.52523119,19.28610237,17.75882294,19.3992854,18.29429174,17.53560392,17.84008902,16.32645775,17.64313488,18.249378,19.0191128,24.34070733
China,CHN,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,,82.26905066,,,,,,,,,,,,,,,,,72.39020953,74.57682148,76.16763694,77.23669995,74.80092027,75.72261399,77.40686577,79.38152252,79.54462131,79.66347372,81.70079731,83.97976871,84.93775877,88.05913564,86.88533816,86.29102098,88.64426546,87.21605161,87.92449674,88.03574268,87.99981769,88.21214245,87.10011713,86.45308103,85.85926797,85.25242965,84.49109016,83.60622276,82.0690298,79.36258353,77.06536298,76.84944462,75.47332463,74.11179237,73.26151669,72.25690906,71.0202094,71.29070121,70.71774669,70.09358419,69.80800324,67.87573629,
China,CHN,Commercial service imports (current US$),TM.VAL.SERV.CD.WT,,,,,,,,,,,,,,,,,,,,,,,1865000000,1840000000,2634000000,2261000000,2025000000,2335000000,3326000000,3573000000,4113000000,3937000000,9207000000,11563000000,15781000000,24634610000,22369000000,28035000000,26999000000,31485000000,36095882000,39222000000,46314344470,55092530376,72349629243,83347845619,1.00332E+11,1.29273E+11,1.58029E+11,1.5808E+11,1.92254E+11,2.46779E+11,2.8026E+11,3.29419E+11,4.30856E+11,4.33154E+11,4.38365E+11,4.6854E+11,5.21263E+11,5.01827E+11,3.76977E+11
China,CHN,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,5.531810762,3.899328105,2.466441124,2.886982607,,,,,4.796569051,3.871276568,3.403829307,4.440777457,4.508810518,4.818266858,5.016528851,5.305472475,5.947636706,5.969913645,5.388760776,5.765306377,7.620879654,8.988474463,9.384606261,11.95516366,13.19375919,13.63248868,14.32804698,14.74284501,13.10522913,12.70494513,11.50692705,10.18471857,9.426805028,11.30304168,10.68786897,11.17669381,
China,CHN,"Tariff rate, most favored nation, weighted mean, all products (%)",TM.TAX.MRCH.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.17,30.29,27.93,,19.76,15.82,15.5,14.46,14.67,14.11,7.72,6.48,5.96,4.9,4.4,5.48,4.87,3.97,5.3,6.97,,,5.6,5.58,4.29,4.89,4.27,3.29,
China,CHN,Import volume index (2000 = 100),TM.QTY.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,10.30127775,11.64328384,10.57719974,10.92263983,13.83765328,19.96896238,20.27710787,21.09790127,25.31267808,28.55811736,24.94630314,29.21620191,36.90783388,48.10906777,52.41075701,56.9703738,61.06711678,64.53993008,66.2782206,75.88994435,100,108.3425754,128.2265419,177.1833081,215.6811215,240.6270383,280.1713437,318.6986785,330.8627961,340.5163542,415.3299288,451.759249,467.8969701,510.4326923,525.9375535,515.2491252,534.272596,581.9310641,619.3279402,619.473466,
China,CHN,Rural population (% of total population),SP.RUR.TOTL.ZS,83.797,83.292,82.774,82.243,81.701,81.914,82.085,82.215,82.344,82.472,82.6,82.708,82.816,82.816,82.708,82.6,82.54,82.48,82.1,81.383,80.642,79.882,79.098,78.455,77.797,77.126,76.441,75.741,75.026,74.299,73.558,72.688,71.8,70.897,69.976,69.039,68.084,67.117,66.133,65.135,64.123,62.907,61.575,60.224,58.856,57.478,56.132,54.801,53.461,52.12,50.774,49.489,48.235,46.987,45.741,44.5,43.264,42.04,40.848,39.692,38.572
China,CHN,Population growth (annual %),SP.POP.GROW,,-1.015527787,0.820455549,2.457647404,2.320682987,2.381368103,2.787331838,2.57069762,2.610902626,2.740002106,2.761675566,2.74691555,2.45735693,2.283395364,2.065955013,1.766391782,1.547337973,1.362779476,1.338182338,1.333927954,1.254221052,1.280952344,1.47267476,1.444949695,1.312068761,1.361699118,1.487398929,1.603605087,1.610071086,1.533169996,1.467303211,1.364434008,1.225536228,1.149619431,1.130260632,1.086509151,1.048141514,1.023450024,0.959550406,0.865851393,0.787956593,0.726380638,0.669999568,0.622860936,0.593932815,0.58812499,0.558374367,0.522271866,0.512386932,0.497381401,0.482959689,0.479150454,0.487231118,0.493709634,0.506311592,0.508136747,0.541478512,0.559121331,0.455899679,0.357291063,0.314091093
China,CHN,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,14198455,14103088,14061809,14124610,14142883,14187309,14829329,15511077,16235562,16969058,17681069,18449078,19184203,19907118,20621342,21320852,22146483,22952434,23782094,24640409,25501375,26503746,27524201,28510057,29416419,30278991,31081692,31837835,32558737,33297054,34119349,34877446,35789800,36820086,37891906,38950912,40377321,41645152,42815509,43998031,45246223,46306700,47460014,48658707,49789814,50818905,51905862,52906105,53911639,55048919,56405551,58084237,59902017,61996853,64565697,67710850,71540843,75955736,80601282,85062331,89149837
China,CHN,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,6.283533067,6.328101702,6.356204841,6.367456948,6.360458182,6.328613039,6.215416578,6.097525412,5.973381326,5.842134246,5.710416908,5.571512301,5.446893181,5.352346238,5.314242057,5.34889267,5.456474149,5.612178004,5.827877844,6.119144602,6.484710461,6.931843194,7.452874313,7.959754439,8.322441767,8.469658858,8.40581228,8.141019417,7.786241407,7.508565912,7.405085432,7.412672064,7.585579763,7.877229095,8.211167014,8.537247628,8.940307541,9.319140101,9.648902682,9.902945058,10.05833921,10.06922334,9.996837411,9.837419451,9.58544225,9.250059571,8.852672586,8.379328374,7.886362078,7.457236401,7.143838437,6.935184309,6.821417331,6.814964825,6.928836057,7.160112061,7.510158257,7.998681802,8.501577405,8.833293813,8.885727572
China,CHN,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,14.68896819,14.89241876,14.60815665,13.91739422,13.09122798,12.46693596,12.17387358,12.18204434,12.45945624,12.85909273,13.17686636,13.44056391,13.74271019,14.03987604,14.27040571,14.36359233,14.35268441,14.14009474,13.7283595,13.17747869,12.58793956,12.02141151,11.35244176,10.6210707,9.904031966,9.298979679,8.857961434,8.600604834,8.533312385,8.612749969,8.755259459,8.945888909,9.3228336,9.824380077,10.29224459,10.52481809,10.51543802,10.08101157,9.272747378,8.316410133,7.523348327,6.964400565,6.616818668,6.480289162,6.457009941,6.389570414,6.265178676,6.136719542,6.001014694,5.873369953,5.777734492,5.71916398,5.686647351,5.677939438,5.684802886,5.695478689,5.709695598,5.728406583,5.747523728,5.76167994,5.76471224
